report_id,report_title,raw_variable_name,item_type,definition,measurement_method,unit,data_source_text,data_source_type,availability,temporal_coverage,geographic_coverage,evidence_chunk_id,evidence_quote,page_number,confidence_score,review_status,reason,model,prompt_version,batch_id
8f75b067-0c85-4336-bf57-7a9108ec68e1,,Asymmetric returns in Canadian BDC government-mandated VC programmes,codebook_variable,"Investment return distribution schedules where private investors receive preferential treatment such as preferred returns before government returns, with specific IRR thresholds and sequences for return distribution.",Return rates and sequence of return distribution phases with IRR percentages.,Percentage IRR,"VCAP applied a specific 7% preferred return rate distribution... VCCI had private sector capital returned plus 7% preferred return, public-sector capital plus 3% preferred return... Renewed-VCCI lowered preferred returns for private investors to 5%.",report_table,obtainable,2013-2021,Canada,bf76927e-2074-4391-b71a-bbae29f39c7f,"VCAP applied a specific 7% preferred return rate distribution... VCCI... private sector capital is returned, plus a 7% preferred return; public-sector capital is returned, plus a 3% preferred return... Renewed-VCCI... preferred returns for private investors were lowered to 5%.",40,0.95,pending,"Explicit definition of asymmetric returns with measurement method, unit, temporal and geographic coverage provided.",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
dfc97fd5-b25f-441e-be5e-ded906d6422d,United States Investment Outcomes Monitor Emerging Trends and Dynamic Landscape 2025,Ratio of total VC deal value to exit value YTD,codebook_variable,Ratio of total venture capital deal value to exit value year-to-date,Ratio calculated by dividing total VC deal value by exit value for the year-to-date period,Ratio (unitless),By the Numbers 1.3X Ratio of total VC deal value to exit value YTD.,private_database,private,Year-to-date 2025,United States,6dcf900f-8d0f-4ac1-9269-2a90fdf5add6,1.3X Ratio of total VC deal value to exit value YTD.,3,0.9,pending,"Explicitly defined ratio with unit, temporal and geographic coverage, and data source implied from report context",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
dfc97fd5-b25f-441e-be5e-ded906d6422d,United States Investment Outcomes Monitor Emerging Trends and Dynamic Landscape 2025,Median time for VC-backed companies to exit via public listing,codebook_variable,Median duration in years for venture capital-backed companies to exit through an initial public offering,Median time calculated from VC-backed company founding or first round to IPO exit,Years,7.5 YEARS Median time for VC-backed companies to exit via public listing.,private_database,private,Year-to-date 2025,United States,6dcf900f-8d0f-4ac1-9269-2a90fdf5add6,7.5 YEARS Median time for VC-backed companies to exit via public listing.,3,0.9,pending,"Explicit median time with unit, temporal and geographic coverage, and data source implied from report context",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
dfc97fd5-b25f-441e-be5e-ded906d6422d,United States Investment Outcomes Monitor Emerging Trends and Dynamic Landscape 2025,Number of companies held by PE firms YTD,codebook_variable,Count of companies currently held by private equity firms year-to-date,Total number of portfolio companies held by PE firms as of the reporting date,Count (number of companies),"12,552 Number of companies held by PE firms YTD.",private_database,private,Year-to-date 2025,United States,6dcf900f-8d0f-4ac1-9269-2a90fdf5add6,"12,552 Number of companies held by PE firms YTD.",3,0.9,pending,"Explicit count with unit, temporal and geographic coverage, and data source implied from report context",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
dfc97fd5-b25f-441e-be5e-ded906d6422d,United States Investment Outcomes Monitor Emerging Trends and Dynamic Landscape 2025,Share of YTD VC deals that achieved a higher valuation than the previous round,codebook_variable,Proportion of venture capital deals year-to-date that resulted in an increased valuation compared to the prior financing round,Percentage calculated as number of VC deals with valuation increase divided by total VC deals YTD,Percentage (%),91.8% Share of YTD VC deals that achieved a higher valuation than the previous round.,private_database,private,Year-to-date 2025,United States,6dcf900f-8d0f-4ac1-9269-2a90fdf5add6,91.8% Share of YTD VC deals that achieved a higher valuation than the previous round.,3,0.9,pending,"Explicit share with unit, temporal and geographic coverage, and data source implied from report context",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
dfc97fd5-b25f-441e-be5e-ded906d6422d,United States Investment Outcomes Monitor Emerging Trends and Dynamic Landscape 2025,Amount of exit value generated by PE-backed companies YTD,codebook_variable,Total exit value in US dollars generated by private equity-backed companies year-to-date,Sum of exit transaction values for PE-backed companies during the year-to-date period,US Dollars (Billion),$421.6B Amount of exit value generated by 772 PE-backed companies YTD.,private_database,private,Year-to-date 2025,United States,6dcf900f-8d0f-4ac1-9269-2a90fdf5add6,$421.6B Amount of exit value generated by 772 PE-backed companies YTD.,3,0.9,pending,"Explicit monetary value with unit, temporal and geographic coverage, and data source implied from report context",gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
dfc97fd5-b25f-441e-be5e-ded906d6422d,United States Investment Outcomes Monitor Emerging Trends and Dynamic Landscape 2025,Down rounds share of VC deals YTD,codebook_variable,Percentage of venture capital deals year-to-date that are down rounds (valuation decreased from previous round),Percentage calculated as number of down rounds divided by total VC deals YTD,Percentage (%),Down rounds have dropped from 15.3% in 2024 to 6.4% year-to-date (YTD),private_database,private,2024 and year-to-date 2025,United States,49a8093a-8d0d-4f4b-88c7-cfb2bd541323,Down rounds have dropped from 15.3% in 2024 to 6.4% year-to-date (YTD),4,0.9,pending,Explicit share with temporal and geographic coverage and data source implied,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
dfc97fd5-b25f-441e-be5e-ded906d6422d,United States Investment Outcomes Monitor Emerging Trends and Dynamic Landscape 2025,Share of down rounds in late-stage or venture-growth companies YTD,codebook_variable,Proportion of down rounds occurring in late-stage or venture-growth companies year-to-date,Percentage of total down rounds attributed to late-stage or venture-growth companies,Percentage (%),Roughly 76% of 2025 down rounds occurred in late-stage or venture-growth companies,private_database,private,Year-to-date 2025,United States,49a8093a-8d0d-4f4b-88c7-cfb2bd541323,Roughly 76% of 2025 down rounds occurred in late-stage or venture-growth companies,4,0.9,pending,Explicit share with temporal and geographic coverage and data source implied,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
dfc97fd5-b25f-441e-be5e-ded906d6422d,United States Investment Outcomes Monitor Emerging Trends and Dynamic Landscape 2025,Share of insider-led VC deals YTD,codebook_variable,Percentage of venture capital deals year-to-date led by existing investors (insiders),Percentage calculated as number of insider-led deals divided by total VC deals YTD,Percentage (%),"Insider-led venture capital (VC) deals reached the highest share in a decade at 9.1% of all rounds YTD, up from 8.2% in 2024.",private_database,private,2024 and year-to-date 2025,United States,49a8093a-8d0d-4f4b-88c7-cfb2bd541323,"Insider-led venture capital (VC) deals reached the highest share in a decade at 9.1% of all rounds YTD, up from 8.2% in 2024.",4,0.9,pending,Explicit share with temporal and geographic coverage and data source implied,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
dfc97fd5-b25f-441e-be5e-ded906d6422d,United States Investment Outcomes Monitor Emerging Trends and Dynamic Landscape 2025,Number of companies held by PE firms,codebook_variable,Total number of companies currently held by private equity firms,Count of portfolio companies held by PE firms as of reporting date,Count (number of companies),"PE-backed holdings hit a record 12,552 companies",private_database,private,Year-to-date 2025,United States,49a8093a-8d0d-4f4b-88c7-cfb2bd541323,"PE-backed holdings hit a record 12,552 companies",4,0.9,pending,Explicit count with temporal and geographic coverage and data source implied,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
dfc97fd5-b25f-441e-be5e-ded906d6422d,United States Investment Outcomes Monitor Emerging Trends and Dynamic Landscape 2025,Age distribution of PE-backed portfolio companies,codebook_variable,Distribution of PE-backed companies by age groups in years,"Count or share of companies categorized by age brackets (e.g., 4-9 years)",Count or Percentage (%),About half aged four to nine years,private_database,private,Year-to-date 2025,United States,49a8093a-8d0d-4f4b-88c7-cfb2bd541323,"PE-backed holdings hit a record 12,552 companies, with about half aged four to nine years.",4,0.9,pending,Explicit age distribution with temporal and geographic coverage and data source implied,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
dfc97fd5-b25f-441e-be5e-ded906d6422d,United States Investment Outcomes Monitor Emerging Trends and Dynamic Landscape 2025,Median VC time to exit by type,codebook_variable,"Median number of years for VC-backed companies to exit by exit type (acquisition, buyout, public listing)",Median time in years calculated for each exit type,Years,"Figure 3: Median VC Time (Years) to Exit by Type ACQUISITION, BUYOUT, PUBLIC LISTING",private_database,private,2015 to year-to-date 2025,United States,9305f012-84a1-4217-bf65-0c3b4a1dad42,Figure 3: Median VC Time (Years) to Exit by Type ACQUISITION ACQUISITION BUYOUT BUYOUT PUBLIC LISTING PUBLIC LISTING,6,0.9,pending,Explicit median time by exit type with temporal and geographic coverage and data source implied,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
dfc97fd5-b25f-441e-be5e-ded906d6422d,United States Investment Outcomes Monitor Emerging Trends and Dynamic Landscape 2025,PE exit value ($ Billion) by year,codebook_variable,Total exit value in billions of US dollars generated by private equity-backed companies by year,Sum of exit transaction values for PE-backed companies annually,US Dollars (Billion),Figure 8: PE Exit Activity EXIT VALUE ($ Billion),private_database,private,2015 to year-to-date 2025,United States,fbb61c64-40c4-4bf2-9003-c08f5f65e769,Figure 8: PE Exit Activity EXIT VALUE ($ Billion),9,0.9,pending,Explicit monetary exit value with temporal and geographic coverage and data source implied,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
dfc97fd5-b25f-441e-be5e-ded906d6422d,United States Investment Outcomes Monitor Emerging Trends and Dynamic Landscape 2025,PE exit count (#) by year,codebook_variable,Number of exit transactions completed by private equity-backed companies by year,Count of exit transactions annually,Count (number of exits),Figure 8: PE Exit Activity EXIT COUNT (#),private_database,private,2015 to year-to-date 2025,United States,fbb61c64-40c4-4bf2-9003-c08f5f65e769,Figure 8: PE Exit Activity EXIT COUNT (#),9,0.9,pending,Explicit exit count with temporal and geographic coverage and data source implied,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
dfc97fd5-b25f-441e-be5e-ded906d6422d,United States Investment Outcomes Monitor Emerging Trends and Dynamic Landscape 2025,Life Sciences VC exit value ($ Billion) by year,codebook_variable,Total exit value in billions of US dollars generated by life sciences venture capital-backed companies by year,Sum of exit transaction values for life sciences VC-backed companies annually,US Dollars (Billion),Figure 10: Life Sciences VC Exit Activity EXIT VALUE ($ Billion),private_database,private,2015 to year-to-date 2025,United States,1099e97e-2472-4b26-9f44-04d5a7c0b455,Figure 10: Life Sciences VC Exit Activity EXIT VALUE ($ Billion),11,0.9,pending,Explicit monetary exit value with temporal and geographic coverage and data source implied,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
dfc97fd5-b25f-441e-be5e-ded906d6422d,United States Investment Outcomes Monitor Emerging Trends and Dynamic Landscape 2025,Life Sciences VC exit count (#) by year,codebook_variable,Number of exit transactions completed by life sciences venture capital-backed companies by year,Count of exit transactions annually,Count (number of exits),Figure 10: Life Sciences VC Exit Activity EXIT COUNT (#),private_database,private,2015 to year-to-date 2025,United States,1099e97e-2472-4b26-9f44-04d5a7c0b455,Figure 10: Life Sciences VC Exit Activity EXIT COUNT (#),11,0.9,pending,Explicit exit count with temporal and geographic coverage and data source implied,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
dfc97fd5-b25f-441e-be5e-ded906d6422d,United States Investment Outcomes Monitor Emerging Trends and Dynamic Landscape 2025,Share of VC exit count by vertical,codebook_variable,Percentage distribution of venture capital exit counts by industry vertical,Percentage calculated as number of exits in each vertical divided by total VC exits,Percentage (%),"Figure 9: Share of VC Exit Count by Vertical SAAS, AI & ML, FINTECH, HEALTHTECH, etc.",private_database,private,2015 to year-to-date 2025,United States,58be6a4c-5154-4df8-93e1-0d64d4c18488,Figure 9: Share of VC Exit Count by Vertical SAAS SAAS AI & ML AI & ML FINTECH FINTECH HEALTHTECH HEALTHTECH,10,0.9,pending,Explicit share by vertical with temporal and geographic coverage and data source implied,gpt-4.1-mini,codebook_extraction_v1,12819b4b-6c04-4b21-bc04-c42e89187253
